0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.97,0,0,0.48,0,0,0,0,2.43,0,0,0.97,0,0,0.48,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,1.46,0,0,0,0,0.081,0,0.488,0.244,0,5.431,78,239,1
0,0,0,0,0,0,0,0.39,0,0,0,0,0.29,0,0,0,0,0,0.29,0,0.29,0,0,0.59,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.248,0,0,0.049,0,2.47,30,168,1
0,0,0,0,0.28,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,1.666,5,10,1
0,0,0,0,0.04,0,0,0.08,0,0,0,0,0,0,0,0,0,0,2.43,0,4.87,1.15,0,2.43,0,4.25,0,0,0,0,0,0,0,0,0.25,0,2.43,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.896,0,0,5.538,58,72,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,8.161,31,253,1
0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.31,0,0,0,0,0.31,0,1.25,0,0,1.25,0,2.53,0.62,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0.42,0,0.31,0,0,0,0,0.051,0,0.777,0,0,3.39,61,278,1
0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,1.88,1.35,1.88,0,0,0.94,0,0,0,0,0,0,0.94,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,1.305,0,2.571,20,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0.62,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,2.5,0,0,0,0,0,0,0.08,0,0,2.111,18,57,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,1.28,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0.203,0,0,1.956,10,45,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.43,0,0.81,0,0,0,0,0,0,0,0,4.347,0,0,3,7,9,1
0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,0,5.32,0,0,0,0,0,0,0,0,0,0,0.84,0.31,0,0,0.22,0,1.06,0.28,0.56,0,0,0,0,0.278,0,0.046,0,0,1.661,6,118,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,3.03,0,1.16,1.01,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.95,0,0,0,1.51,0.5,0,0,0,0.089,0,0.089,0.178,0,3.416,53,164,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.64,0,0.64,0,0,2.59,1.29,2.5,1.94,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0.08,0,0,0,0.64,1.29,0,0,0,0,0,0.233,0,0,1.136,4,25,1
0,0,0,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.64,0.14,0,0.57,0,0,0,0,0.35,0,0,0,0.43,0.21,0,0,0,0,0,0.54,0,1.72,0.07,0,0.07,0.012,0.064,0,0,0.206,0,1.711,10,380,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,1.26,0,0.25,0,0,1.26,0.76,0,0.5,0,0,1.01,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0.76,0,0,0,0.113,0,0.189,0,0.151,8.972,447,646,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,2.22,0,4.24,0,0,0,2.22,0,0,0,0,0,0,1.11,0,0,0,0.13,0,1.09,0,1.11,0,0,0,0,0,0,0.146,0,0,2.058,5,35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,1.98,0,0,0,0,1.32,0.66,0,0,0,0,0,0,0,0,0,0.46,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205,0,0,3.184,34,121,1
0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.93,0,1.38,0,0,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0.09,0,0,0,1.24,0,0,0,0,0.086,0,0.043,0,0,1.741,14,155,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,5.75,25,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,1.58,0,1.58,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,0,3.272,23,36,1
0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0.29,0,0,0,0,1.02,0,3.1,0.14,0,0,0,0,0.29,0,0,0,0,0.29,0,0,0,0,0.14,0.45,0,0.14,0,0,0,0.05,0.382,0,0.764,0,0,2.468,28,469,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,1.73,0,0,0.43,0.43,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.124,0,0.31,0.062,0,1.477,8,65,1
0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0.53,0.41,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0.53,0,0,0,0,0.335,0,0,0,0,2.333,14,119,1
0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0.68,0,0,0,0,0,0,1.13,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,1.255,0,0,2.818,21,124,1
0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,2.47,0,0,0,0,2.06,1.23,7.57,0.41,0,0,0.41,0,0,0,0,0.44,0,0.82,0,0,0,0,0,0,0,0.41,1.65,0,0,0,0,0,0.53,0.132,0.132,6.404,76,301,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,1.56,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0.531,0,0,2.9,28,87,1
0,1.36,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0.68,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0.41,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,0,1.6,4,32,1
0,0,0,0.31,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.36,0,0,1.58,0.42,0,0.95,0,0,0.05,0,0.42,0,0,0,0.15,0.58,0,0,0,0,0,0.22,0,0.15,0.1,0,0,0.027,0.184,0,0.406,0.388,0.036,4.829,116,1589,1
